,lat,lon,value
108,37.552213367499995,126.98064219166667,-35.2
109,37.552264414444444,126.98047055361111,-39.01
110,37.55238352333333,126.98023455083333,-47.22
111,37.552485616388886,126.98006291277778,-42.3
112,37.55258771,126.97989127361112,-42.4
113,37.55274085,126.97967672666667,-44.29
114,37.55291100555555,126.97950508861112,-46.81
115,37.553098176666666,126.97941926861111,-42.69
116,37.55325131666666,126.97941926861111,-46.57
117,37.55340445666666,126.97941926861111,-44.84
118,37.55354058111111,126.97941926861111,-47.63
119,37.55367670555555,126.97946217861112,-44.95
120,37.553829845555555,126.9795479975,-44.68
121,37.55398298555555,126.97965527111111,-47.19
122,37.55413612583333,126.97976254555556,-48.84
123,37.55427225,126.97989127361112,-51.42
124,37.554340312499995,126.98017018638889,-51.1
125,37.55457853,126.9802130963889,-42.81
126,37.554663607777776,126.98042764333333,-48.28
127,37.55474868555555,126.98062073694445,-48.62
128,37.554799732499994,126.98081382972222,-50.87
129,37.55486779472222,126.98102837777778,-48.87
130,37.55502093472222,126.98107128666666,-37.49
131,37.55514004333333,126.98089964861111,-35.85
132,37.5552591525,126.98068510166667,-38.52
133,37.55537826111111,126.98047055361111,-39.12
134,37.55549737027778,126.98025600527778,-40.34
135,37.55563349472222,126.98002000277778,-38.72
136,37.55575260361111,126.97980545472223,-40.66
137,37.555854697222216,126.9795909075,-42.33
138,37.555956790277776,126.9793978138889,-36.77
139,37.556075899444444,126.9792047213889,-38.52
140,37.556143961388884,126.97901162777778,-40.72
141,37.556177992777776,126.97877562527778,-44.48
142,37.55616097722222,126.97860398722223,-43.14
143,37.556143961388884,126.97836798444445,-44.53
144,37.55610993027778,126.9781534363889,-39.87
145,37.556092915,126.97793888944445,-38.51
146,37.556075899444444,126.97776725027778,-36.98
147,37.55605888361111,126.97757415777778,-37.76
148,37.55604186805555,126.97740251972222,-42.09
149,37.55600783722222,126.97720942611112,-38.75
150,37.55592275944444,126.97701633361112,-39.54
151,37.55575260361111,126.97684469527778,-32.3
152,37.55554841666667,126.97673742083333,-32.3
153,37.555412292499994,126.9767159663889,-38.91
154,37.55522512111111,126.97680178527779,-35.5
155,37.55508899694444,126.97699487888889,-35.83
156,37.55496988777777,126.97720942611112,-37.08
157,37.55488481055555,126.97740251972222,-36.03
158,37.55474868555555,126.97761706777779,-36.51
159,37.55462957694444,126.97781016027778,-36.36
160,37.554459421388884,126.97804616305555,-42.0
161,37.55437434361111,126.97821780111111,-39.07
162,37.55422120333333,126.97843234916667,-41.56
163,37.554119109999995,126.97862544166667,-44.65
164,37.553948954444444,126.97873271611111,-39.8
165,37.55381283027778,126.97871126055556,-39.71
166,37.55367670555555,126.9786898061111,-42.58
167,37.55352356555555,126.97864689722222,-43.11
168,37.55335341,126.97864689722222,-46.48
169,37.553217285555554,126.9786898061111,-45.15
170,37.55306414555555,126.97881853527778,-49.68
171,37.55292802083333,126.97894726333334,-47.12
172,37.552757865555556,126.97905453777778,-50.12
173,37.55258771,126.97918326583334,-47.54
174,37.55246860111111,126.97937635944444,-45.5
175,37.55231546111111,126.97950508861112,-48.61
176,37.552145305555555,126.97965527111111,-50.32
177,37.551992165277774,126.97980545472223,-44.12
178,37.55183902555555,126.97999854833334,-35.21
179,37.55171991666666,126.9802130963889,-34.94
180,37.55171991666666,126.98038473444444,-36.21
181,37.55171991666666,126.9805563725,-35.38
182,37.551702901111106,126.98072801055555,-36.35
183,37.55168588527778,126.98089964861111,-34.09
184,37.55166886972222,126.98109274222223,-35.64
185,37.55161782305555,126.98126438027778,-37.95
186,37.551481698888885,126.98143601833334,-38.07
187,37.551311543055554,126.98145747277778,-42.66
188,37.55117541861111,126.98147892833333,-43.68
189,37.55100526305555,126.98145747277778,-46.08
190,37.550852123055556,126.98143601833334,-44.33
191,37.55071599861111,126.98143601833334,-45.01
192,37.550579874166665,126.98145747277778,-42.86
193,37.55042673416666,126.98147892833333,-43.3
194,37.55029060972222,126.9815218375,-34.34
195,37.55015448527777,126.98150038305556,-29.23
196,37.55000134527778,126.9815647475,-46.28
197,37.54986522027777,126.98160765638889,-27.86
198,37.54972909611111,126.98167202111111,-29.28
199,37.54959297166666,126.98173638555556,-25.95
200,37.54943983194444,126.98180075,-29.28
201,37.549303707499995,126.98186511472223,-42.7
202,37.54916758333333,126.98192947805556,-36.39
203,37.54903145777777,126.98201529722222,-35.61
204,37.54889533361111,126.98210111722223,-46.35
205,37.548725178055555,126.98220839083334,-42.08
206,37.54857203805555,126.98225129972222,-36.55
207,37.54841889805555,126.98227275527778,-25.36
208,37.5482487425,126.98231566416666,-44.57
209,37.548112618055555,126.98233711972222,-42.25
210,37.54751707388888,126.98167202111111,-40.41
211,37.54736393388889,126.98169347555556,-38.8
212,37.54722780972222,126.98184365916667,-36.07
213,37.547159746944445,126.98201529722222,-32.94
214,37.547091684444446,126.98218693638889,-38.73
215,37.547057654166665,126.98235857444445,-36.37
216,37.54707466972222,126.9825302125,-36.59
217,37.54714273138889,126.98272330500001,-35.66
218,37.547159746944445,126.98289494416667,-41.91
219,37.547108699999995,126.98306658222222,-46.35
220,37.54704063833333,126.98323822027778,-41.19
221,37.54697257583333,126.98340985833333,-43.88
222,37.54685346722222,126.98358149666667,-34.05
223,37.546717342777775,126.98371022555555,-43.32
224,37.54658121861111,126.98377458972222,-46.76
225,37.54642807861111,126.98381749944444,-45.67
226,37.54630896888889,126.9839891375,-44.63
227,37.54617284444444,126.98409641166667,-47.5
228,37.546036720277776,126.98426804972222,-43.16
229,37.54590059611111,126.98439677861111,-51.72
230,37.545764471666665,126.98456841666666,-41.71
231,37.54567939333333,126.984740055,-44.79
232,37.54561133166666,126.98491169333333,-40.63
233,37.54571342472222,126.98508333166667,-32.32
234,37.545764471666665,126.98525496972222,-31.54
235,37.54561133166666,126.98529787916667,-39.05
236,37.545475206388886,126.98531933416666,-40.72
237,37.54533908194444,126.98527642444445,-38.02
238,37.545202957777775,126.985233515,-30.47
239,37.54504981777777,126.985233515,-41.45
240,37.54491369361111,126.98521206027777,-34.46
241,37.54477756916666,126.98519060555556,-29.09
242,37.54462442916667,126.98504042194445,-36.14
243,37.544471289444445,126.98489023833334,-34.5
244,37.54438621083333,126.98469714527778,-40.42
245,37.54426710222222,126.9845040525,-37.79
246,37.544130978055556,126.98441823333333,-35.67
247,37.54399485388889,126.98437532361112,-31.51
248,37.54385872833333,126.98433241416667,-31.19
249,37.54372260416667,126.98428950444445,-34.85
250,37.54358647972222,126.984246595,-37.94
251,37.54345035555556,126.98433241416667,-41.87
252,37.54333124694444,126.9845040525,-40.4
253,37.54321213722222,126.98467569055556,-44.65
254,37.543127059999996,126.98484732888889,-36.09
255,37.54297392,126.98495460277778,-41.89
256,37.54282078,126.98510478638889,-40.01
257,37.542684655833334,126.985233515,-43.35
258,37.54254853138889,126.98521206027777,-43.13
259,37.54241240611111,126.98512624111112,-41.37
260,37.542344344444444,126.98495460277778,-45.98
261,37.54220821972222,126.9848687836111,-52.21
262,37.54205507972222,126.98495460277778,-49.99
263,37.54191895527777,126.98504042194445,-51.92
264,37.54178283111111,126.98514769583333,-49.55
265,37.54164670638889,126.98527642444445,-48.4
266,37.54171476833333,126.98544806277778,-43.53
267,37.54176581555556,126.9856197011111,-45.92
268,37.541663721944445,126.98581279416666,-46.11
269,37.54157864416666,126.9859844325,-44.58
270,37.54147655055555,126.98615607055555,-48.79
271,37.54135744194444,126.9863277088889,-47.66
272,37.541289379999995,126.98649934722222,-50.73
273,37.54123833277777,126.98669244027778,-42.73
274,37.54118728638889,126.98686407833334,-50.82
275,37.541170270833334,126.98703571666667,-41.23
276,37.541323410555556,126.98712153555556,-42.76
277,37.54147655055555,126.98716444555555,-33.59
278,37.54162969111111,126.98722880972223,-39.39
279,37.54178283111111,126.98729317388889,-36.83
280,37.541952986666665,126.98735753833333,-42.59
281,37.54208911111111,126.98740044805555,-40.31
282,37.54224225055555,126.9874433575,-47.52
283,37.54241240611111,126.98748626722222,-40.39
284,37.54254853138889,126.98750772194444,-43.47
285,37.542684655833334,126.98755063138888,-44.37
286,37.54282078,126.98761499583334,-41.98
287,37.54299093555555,126.98765790555555,-42.01
288,37.54316109138889,126.98772226972223,-40.85
289,37.54331423111111,126.98774372444444,-44.08
290,37.54345035555556,126.98763645055556,-40.17
291,37.54358647972222,126.98748626722222,-43.44
292,37.54373961972222,126.98735753833333,-47.3
293,37.54387574416666,126.98729317388889,-38.25
294,37.544028884166664,126.98712153555556,-42.5
295,37.54418202388889,126.9869713525,-44.7
296,37.54431814944444,126.98688553305556,-47.54
297,37.544471289444445,126.98677825916667,-41.12
298,37.54462442916667,126.98664953055555,-39.13
299,37.54476055361111,126.9865637113889,-42.26
300,37.54489667777778,126.98649934722222,-32.96
301,37.54504981777777,126.98639207305555,-36.39
302,37.54518594222222,126.9863277088889,-34.72
303,37.54533908194444,126.98617752527778,-37.62
304,37.545475206388886,126.9859844325,-49.39
305,37.5456283475,126.98581279416666,-39.76
306,37.54571342472222,126.98564115583333,-38.52
307,37.54579850194444,126.98546951750001,-39.51
308,37.54579850194444,126.98527642444445,-36.23
309,37.54571342472222,126.98508333166667,-35.97
310,37.54556028472222,126.98493314805556,-37.98
311,37.545424160555555,126.98484732888889,-37.76
312,37.54528803611111,126.98480441916666,-37.34
313,37.54513489611111,126.98471860027777,-40.01
314,37.54504981777777,126.98452550722223,-40.27
315,37.54501578638889,126.98435386888889,-37.1
316,37.544981756111106,126.98413932111112,-38.47
317,37.544947725,126.98396768277777,-36.66
318,37.544930709166664,126.98379604444445,-40.49
319,37.544862646388886,126.98360295138889,-39.04
320,37.54482861527777,126.98340985833333,-48.16
321,37.54487966222222,126.98321676583333,-41.06
322,37.544981756111106,126.98304512777779,-48.73
323,37.544981756111106,126.98287348861112,-42.68
324,37.54489667777778,126.98270185055556,-42.78
325,37.544794585,126.9825302125,-47.55
326,37.54470950666666,126.98235857444445,-39.37
327,37.544590398055554,126.98216548083333,-40.74
328,37.544641444999996,126.98199384277778,-42.64
329,37.54477756916666,126.98190802361111,-46.63
330,37.54491369361111,126.98188656916666,-49.44
331,37.54506683361111,126.98184365916667,-43.46
332,37.545202957777775,126.98184365916667,-40.12
333,37.54537311333333,126.98182220472222,-48.12
334,37.54550923777778,126.98182220472222,-41.11
335,37.545662377777774,126.98177929444445,-41.03
336,37.54579850194444,126.98177929444445,-47.8
337,37.54595164305555,126.98177929444445,-48.23
338,37.546104783055554,126.98173638555556,-45.32
339,37.54624090722222,126.98169347555556,-48.17
340,37.546377031666665,126.98169347555556,-39.77
341,37.54651315583333,126.98160765638889,-44.45
342,37.546615248888884,126.98141456388889,-45.05
343,37.54675137416667,126.98126438027778,-39.59
344,37.546887498333334,126.98128583472223,-33.58
345,37.54702362277778,126.98143601833334,-30.98
346,37.547159746944445,126.98160765638889,-38.74
347,37.54729587138889,126.98167202111111,-36.56
348,37.54734691833333,126.9816505663889,-39.44
349,37.54721079388889,126.98180075,-35.9
350,37.54714273138889,126.98197238805555,-38.01
351,37.547091684444446,126.98214402611111,-38.71
352,37.54704063833333,126.98233711972222,-37.65
353,37.54704063833333,126.98250875777778,-39.47
354,37.54712571555555,126.9826803961111,-39.53
355,37.547159746944445,126.98285203416667,-39.51
356,37.54712571555555,126.98302367222223,-40.63
357,37.54704063833333,126.98319531027778,-44.76
358,37.54695556,126.98336694888889,-42.59
359,37.546836451388884,126.98353858722223,-50.22
360,37.54670032722222,126.98368877055556,-35.51
361,37.54656420277777,126.98373168027778,-42.68
362,37.54642807861111,126.98379604444445,-43.26
363,37.54629195305555,126.98390331833333,-48.2
364,37.546155828888885,126.98405350194444,-50.13
365,37.54601970472222,126.98422514027777,-47.77
366,37.54590059611111,126.98439677861111,-50.97
367,37.54578148722222,126.98456841666666,-43.04
368,37.545645361944445,126.984740055,-44.76
369,37.54557730027778,126.98491169333333,-44.12
370,37.54567939333333,126.98508333166667,-43.24
371,37.54573044027778,126.98525496972222,-29.51
372,37.54557730027778,126.98531933416666,-38.18
373,37.54544117611111,126.98534078888889,-41.29
374,37.545305051666666,126.98531933416666,-42.77
375,37.54515191083333,126.98534078888889,-38.25
376,37.54501578638889,126.98529787916667,-35.93
377,37.54487966222222,126.98525496972222,-34.68
378,37.54474353777778,126.98516915055556,-45.16
379,37.54460741361111,126.9849975125,-41.85
380,37.544471289444445,126.98480441916666,-44.18
381,37.54435217972222,126.98463278111112,-42.45
382,37.54421605527778,126.98446114277777,-37.57
383,37.544079931111106,126.98441823333333,-32.27
384,37.54394380666667,126.98437532361112,-25.54
385,37.543807682499995,126.98431095944444,-32.19
386,37.54367155805556,126.984246595,-34.94
387,37.54353543277777,126.98428950444445,-42.04
388,37.54339930861111,126.98435386888889,-44.35
389,37.54326318416666,126.9845040525,-44.23
390,37.54316109138889,126.98469714527778,-43.64
391,37.54305899722222,126.9848687836111,-42.05
392,37.54292287305555,126.9849760575,-42.93
393,37.54278674861111,126.98512624111112,-35.8
394,37.54265062444444,126.98525496972222,-43.0
395,37.54249748444444,126.98521206027777,-40.3
396,37.54236136,126.98504042194445,-44.03
397,37.54224225055555,126.9848687836111,-50.11
398,37.54208911111111,126.9849760575,-50.11
399,37.54193597111111,126.98506187666666,-50.75
400,37.54178283111111,126.98514769583333,-50.75
401,37.54164670638889,126.98525496972222,-45.03
402,37.541663721944445,126.98542660805556,-49.18
403,37.54174879972222,126.98559824638889,-46.37
404,37.541680737499995,126.98576988472222,-50.56
405,37.54157864416666,126.98594152277778,-48.55
406,37.54147655055555,126.9861131611111,-44.83
407,37.54137445777778,126.98630625416666,-41.12
408,37.54130639555555,126.9864778925,-46.23
409,37.54125534861111,126.98667098555556,-49.89
410,37.54118728638889,126.98684262361111,-49.97
411,37.541119224166664,126.98701426194445,-43.23
412,37.54125534861111,126.98707862611111,-41.14
413,37.541391472777775,126.98714299083333,-38.8
414,37.54152759777777,126.987207355,-40.87
415,37.541663721944445,126.98722880972223,-40.2
416,37.54181686194444,126.98729317388889,-41.45
417,37.541952986666665,126.98733608361111,-40.73
418,37.542123141944444,126.98737899333334,-42.63
419,37.542276281666666,126.98742190277778,-44.43
420,37.54241240611111,126.98746481222223,-41.42
421,37.54258256166666,126.98752917666667,-40.92
422,37.54275271722222,126.98759354083333,-44.62
423,37.54290585722222,126.98765790555555,-41.78
424,37.54304198277777,126.98767936027778,-42.82
425,37.543178106944445,126.98772226972223,-46.29
426,37.54333124694444,126.987700815,-42.07
427,37.543467371111106,126.98761499583334,-43.4
428,37.54360349555555,126.98748626722222,-43.05
429,37.54373961972222,126.98737899333334,-47.87
430,37.54387574416666,126.9873146288889,-43.3
431,37.54401186944444,126.98716444555555,-44.67
432,37.54414799361111,126.98703571666667,-36.64
433,37.54428411805555,126.9869713525,-45.82
434,37.54443725805555,126.98686407833334,-43.96
435,37.544590398055554,126.98673534972222,-33.04
436,37.54472652222222,126.98664953055555,-41.48
437,37.544862646388886,126.98654225666667,-39.18
438,37.54499877083333,126.98645643777778,-40.17
439,37.54513489611111,126.98641352777778,-44.83
440,37.54528803611111,126.98630625416666,-47.58
441,37.545424160555555,126.98613461583334,-41.81
442,37.545543269166664,126.98596297777777,-43.27
443,37.545645361944445,126.98579133944445,-41.51
444,37.54578148722222,126.9856197011111,-45.14
445,37.54583253333333,126.98544806277778,-36.81
446,37.545815517499996,126.98527642444445,-38.17
447,37.54567939333333,126.98508333166667,-32.72
448,37.545543269166664,126.98493314805556,-42.9
449,37.54539012916666,126.98484732888889,-40.84
450,37.54525400472222,126.984740055,-44.89
451,37.54510086472222,126.98467569055556,-40.18
452,37.54499877083333,126.98448259777778,-40.5
453,37.54496474055556,126.98431095944444,-34.88
454,37.54491369361111,126.98411786638889,-40.65
455,37.54487966222222,126.98394622805556,-41.39
456,37.54482861527777,126.983753135,-44.5
457,37.54477756916666,126.98353858722223,-45.76
458,37.54476055361111,126.98336694888889,-48.73
459,37.544811600555555,126.98317385555556,-47.66
460,37.544862646388886,126.9830022175,-40.98
461,37.54482861527777,126.98283057944445,-36.73
462,37.54470950666666,126.98263748583334,-40.08
463,37.54460741361111,126.98246584777777,-37.92
464,37.544522335277776,126.98225129972222,-46.66
465,37.544522335277776,126.98207966166667,-46.05
466,37.54465846055555,126.98192947805556,-38.83
467,37.544811600555555,126.98190802361111,-46.86
468,37.54496474055556,126.98186511472223,-44.27
469,37.54510086472222,126.98186511472223,-45.39
470,37.54528803611111,126.98184365916667,-46.28
471,37.545424160555555,126.98180075,-47.94
472,37.54556028472222,126.98180075,-39.94
473,37.54569640888889,126.98175784,-39.28
474,37.54583253333333,126.98173638555556,-45.42
475,37.545985673333334,126.98171493111111,-48.07
476,37.546155828888885,126.98169347555556,-40.12
477,37.54630896888889,126.98169347555556,-45.19
478,37.54644509305555,126.98169347555556,-43.88
479,37.546598234166666,126.98150038305556,-47.93
480,37.54673435833333,126.98130728944444,-46.83
481,37.54687048277778,126.98126438027778,-42.27
482,37.54702362277778,126.98143601833334,-31.66
483,37.54714273138889,126.98160765638889,-37.07
484,37.54726184,126.98177929444445,-39.06
485,37.54741498,126.98195093361112,-39.27
486,37.54756812083333,126.98214402611111,-41.1
487,37.54770424527778,126.98227275527778,-45.11
488,37.54785738527777,126.98235857444445,-45.94
489,37.54802754083333,126.9823800288889,-41.0
490,37.54818068083333,126.98235857444445,-42.02
491,37.54833382083333,126.98231566416666,-35.75
492,37.548469945,126.98229420972223,-42.64
493,37.548623084999996,126.98222984527779,-41.58
494,37.548793240555554,126.98216548083333,-36.55
495,37.548946380555556,126.98210111722223,-42.73
496,37.54911653611111,126.98201529722222,-44.18
497,37.549286691944445,126.98192947805556,-45.8
498,37.54942281611111,126.98186511472223,-34.47
499,37.549575956111106,126.98182220472222,-36.17
500,37.54971208055555,126.98175784,-28.2
501,37.54984820472222,126.98169347555556,-41.82
502,37.54998433,126.9816505663889,-44.9
503,37.55012045416667,126.98160765638889,-30.49
504,37.55027359416666,126.9815647475,-42.98
505,37.55042673416666,126.98150038305556,-37.88
506,37.55056285861111,126.98145747277778,-45.09
507,37.55071599861111,126.98145747277778,-41.59
508,37.550869138611105,126.9815647475,-48.44
509,37.55100526305555,126.98158620194445,-45.44
510,37.55115840305555,126.98160765638889,-43.42
511,37.5512945275,126.9815647475,-41.94
512,37.55143065194444,126.9815218375,-40.02
513,37.55156677638889,126.98137165388889,-38.59
514,37.55168588527778,126.98117856138889,-28.82
515,37.551702901111106,126.98098546777778,-25.17
516,37.551702901111106,126.98079237527779,-28.14
517,37.55171991666666,126.98059928138889,-30.89
518,37.55171991666666,126.98042764333333,-37.43
519,37.55173693194444,126.98025600527778,-35.36
520,37.55178797861111,126.98006291277778,-37.8
521,37.551941118888884,126.97989127361112,-41.58
522,37.552094258611106,126.97976254555556,-49.74
523,37.55224739861111,126.97961236222223,-51.58
524,37.55240053888889,126.97946217861112,-47.22
525,37.552553678888884,126.97933344944444,-47.42
526,37.55268980305555,126.9792047213889,-49.64
527,37.55284294333333,126.9790759925,-47.78
528,37.55299608333333,126.97892580888889,-47.11
529,37.55313220777777,126.97879708083333,-44.25
530,37.55328534777777,126.97871126055556,-48.38
531,37.55345550333333,126.9786898061111,-40.38
532,37.55359162777778,126.97871126055556,-43.81
533,37.553727752499995,126.97875417083334,-44.87
534,37.553557596666664,126.97883998972222,-46.2
535,37.553387441111106,126.97888289972222,-45.95
536,37.553217285555554,126.97899017333333,-46.95
537,37.55308116111111,126.97918326583334,-49.4
538,37.55325131666666,126.979311995,-46.77
539,37.55340445666666,126.97933344944444,-47.21
540,37.55359162777778,126.97937635944444,-46.94
541,37.553727752499995,126.97944072416666,-44.06
542,37.55386387666666,126.97950508861112,-45.84
543,37.554000001111106,126.9795909075,-45.76
544,37.55418717222222,126.97971963555555,-50.32
545,37.554340312499995,126.97989127361112,-52.77
546,37.55444240583333,126.98008436722222,-52.98
547,37.55457853,126.98017018638889,-42.11
548,37.554663607777776,126.98040618888889,-48.93
549,37.55474868555555,126.98062073694445,-52.57
550,37.554799732499994,126.98081382972222,-50.67
551,37.55483376333333,126.98098546777778,-49.79
552,37.555003919166666,126.98109274222223,-42.56
553,37.55514004333333,126.98092110416667,-33.64
554,37.555276168055556,126.98068510166667,-36.83
555,37.55537826111111,126.98049200805556,-36.45
556,37.55548035472222,126.98027746,-35.22
557,37.55559946388889,126.98006291277778,-38.9
558,37.555735588055555,126.97982691027778,-40.92
559,37.555854697222216,126.97961236222223,-35.62
560,37.55597380583333,126.97937635944444,-32.41
561,37.556075899444444,126.97918326583334,-34.31
562,37.55616097722222,126.97899017333333,-42.53
563,37.556177992777776,126.97877562527778,-38.2
564,37.55616097722222,126.97858253277778,-43.83
565,37.556143961388884,126.97838943916666,-44.33
566,37.55612694583333,126.97821780111111,-38.62
567,37.556092915,126.97802470833334,-39.82
568,37.556075899444444,126.97785307027777,-36.63
569,37.556092915,126.97768143111111,-37.92
570,37.55605888361111,126.97748833861111,-40.18
571,37.55602485222222,126.97731670055556,-37.89
572,37.55597380583333,126.97712360694445,-39.64
573,37.555854697222216,126.9769519688889,-30.78
574,37.55570155666666,126.97684469527778,-36.73
575,37.55554841666667,126.97673742083333,-34.92
576,37.55537826111111,126.9767159663889,-37.91
577,37.55524213694444,126.97680178527779,-35.98
578,37.5551060125,126.97697342333333,-36.12
579,37.555003919166666,126.9771450625,-36.58
580,37.55491884138888,126.97731670055556,-36.05
581,37.554782716944445,126.97753124777778,-36.0
582,37.55464659222222,126.97776725027778,-39.2
583,37.554510467777774,126.97800325277778,-41.39
584,37.554391358888886,126.97823925555555,-40.16
585,37.55425523472222,126.97845380361112,-42.18
586,37.55413612583333,126.97862544166667,-43.24
587,37.55396597027777,126.97881853527778,-40.56
588,37.55379581444444,126.97886144416667,-44.37
589,37.55362565888888,126.97888289972222,-43.91
590,37.553438487777775,126.97888289972222,-46.2
591,37.55326833222222,126.97894726333334,-42.57
592,37.55311519222222,126.9790759925,-41.89
593,37.55297906777778,126.97922617583333,-44.27
594,37.55284294333333,126.97937635944444,-43.74
595,37.552706818888886,126.9795479975,-41.41
596,37.55258771,126.97974109111111,-42.8
597,37.55245158527777,126.97993418388889,-44.08
598,37.55234949222222,126.98010582194445,-39.26
599,37.55224739861111,126.98032037,-35.57
600,37.55217933666666,126.9805134625,-36.95
601,37.552145305555555,126.98072801055555,-36.47
602,37.552162321111105,126.98094255861112,-39.96
603,37.55217933666666,126.9811356513889,-35.61
604,37.55219635222222,126.981328745,-30.67
605,37.55219635222222,126.98150038305556,-28.56
606,37.552213367499995,126.98169347555556,-33.08
607,37.55219635222222,126.98186511472223,-37.21
608,37.55219635222222,126.98203675277777,-36.45
609,37.552332476388884,126.98220839083334,-36.48
610,37.55246860111111,126.98227275527778,-41.24
611,37.552604725277774,126.98233711972222,-32.92
612,37.55274085,126.9823800288889,-33.8
613,37.552876974444445,126.98244439333334,-40.34
