0,-77.08,-38.01,-57.07,23.57,37,32,49.836346,126,58,55.255070,2025-10-14-18:2:24
1,-74.39,-39.38,-58.44,24.50,37,32,50.142624,126,58,54.637173,2025-10-14-18:2:36
2,-72.44,-30.51,-49.57,33.61,37,32,50.020115,126,58,54.019276,2025-10-14-18:2:45
3,-70.65,-32.82,-51.88,29.36,37,32,49.468811,126,58,53.401379,2025-10-14-18:2:50
4,-76.96,-39.48,-58.55,27.91,37,32,49.101273,126,58,52.783482,2025-10-14-18:2:55
5,-72.21,-36.21,-55.27,29.13,37,32,48.549969,126,58,52.165585,2025-10-14-18:3:0
6,-86.22,-46.11,-65.17,18.09,37,32,48.059921,126,58,52.242821,2025-10-14-18:3:5
7,-87.14,-42.87,-61.93,19.45,37,32,47.876152,126,58,52.860718,2025-10-14-18:3:11
8,-73.58,-41.71,-60.77,15.36,37,32,47.692387,126,58,53.555851,2025-10-14-18:3:16
9,-73.06,-42.16,-61.22,9.52,37,32,47.324848,126,58,54.173752,2025-10-14-18:3:26
10,-77.66,-49.99,-69.05,15.34,37,32,46.712288,126,58,54.250988,2025-10-14-18:3:29
11,-84.67,-49.36,-68.42,10.11,37,32,46.222240,126,58,54.328224,2025-10-14-18:3:32
12,-83.25,-45.73,-64.79,6.75,37,32,45.670937,126,58,54.405460,2025-10-14-18:3:36
13,-87.74,-42.07,-61.13,21.75,37,32,45.119633,126,58,54.482700,2025-10-14-18:3:39
14,-88.78,-46.66,-65.72,15.75,37,32,44.568329,126,58,54.482700,2025-10-14-18:3:43
15,-82.63,-47.62,-66.69,1.15,37,32,43.894512,126,58,54.405460,2025-10-14-18:3:47
16,-87.33,-43.52,-62.58,8.44,37,32,43.404465,126,58,54.405460,2025-10-14-18:3:50
17,-90.58,-45.15,-64.21,4.29,37,32,42.791904,126,58,54.559937,2025-10-14-18:3:54
18,-81.45,-48.58,-67.65,10.70,37,32,42.179344,126,58,54.328224,2025-10-14-18:3:58
19,-84.89,-52.47,-71.53,-3.08,37,32,41.628040,126,58,54.482700,2025-10-14-18:4:1
20,-75.04,-42.05,-61.12,5.65,37,32,41.076736,126,58,54.559937,2025-10-14-18:4:5
21,-84.13,-42.28,-61.34,9.26,37,32,40.586689,126,58,55.023361,2025-10-14-18:4:10
22,-81.93,-45.16,-64.22,11.09,37,32,40.402920,126,58,55.718494,2025-10-14-18:4:15
23,-75.59,-37.76,-56.82,19.01,37,32,40.464176,126,58,56.336391,2025-10-14-18:4:22
24,-80.03,-39.53,-58.59,5.73,37,32,40.770458,126,58,56.954288,2025-10-14-18:4:26
25,-72.77,-39.40,-58.46,19.64,37,32,41.199249,126,58,57.726662,2025-10-14-18:4:30
26,-80.87,-44.37,-63.43,13.22,37,32,41.505527,126,58,58.344559,2025-10-14-18:4:35
27,-86.74,-47.61,-66.67,-0.47,37,32,41.444271,126,58,58.962460,2025-10-14-18:4:38
28,-80.41,-47.64,-66.70,14.50,37,32,41.260506,126,58,59.734829,2025-10-14-18:4:42
29,-89.26,-45.21,-64.27,11.96,37,32,41.137993,126,59,0.429965,2025-10-14-18:4:47
30,-82.45,-49.12,-68.18,13.05,37,32,41.260506,126,59,1.047863,2025-10-14-18:4:53
31,-76.28,-44.69,-63.75,21.91,37,32,41.383015,126,59,1.665760,2025-10-14-18:4:59
32,-79.34,-41.58,-60.64,23.83,37,32,41.566784,126,59,2.438133,2025-10-14-18:5:3
33,-77.74,-37.74,-56.80,18.41,37,32,41.689297,126,59,3.056030,2025-10-14-18:5:6
34,-55.15,-29.06,-48.12,24.42,37,32,41.811810,126,59,3.673928,2025-10-14-18:5:11
35,-77.28,-43.84,-62.90,17.47,37,32,42.056831,126,59,4.369063,2025-10-14-18:5:18
36,-76.91,-39.01,-58.07,24.29,37,32,42.546879,126,59,4.986961,2025-10-14-18:5:25
37,-73.96,-35.31,-54.37,29.19,37,32,43.036930,126,59,5.373147,2025-10-14-18:5:29
38,-65.73,-34.28,-53.34,24.30,37,32,43.526978,126,59,5.604858,2025-10-14-18:5:33
39,-78.26,-40.02,-59.08,25.67,37,32,44.017025,126,59,5.604858,2025-10-14-18:5:40
40,-73.69,-40.30,-59.37,17.75,37,32,44.445816,126,59,4.986961,2025-10-14-18:5:47
41,-81.81,-42.50,-61.56,13.08,37,32,44.935863,126,59,4.523537,2025-10-14-18:5:55
42,-83.58,-51.24,-70.30,13.41,37,32,45.364658,126,59,3.905640,2025-10-14-18:6:4
43,-82.31,-49.46,-68.52,7.92,37,32,45.854706,126,59,3.364979,2025-10-14-18:6:12
44,-84.04,-50.40,-69.46,5.03,37,32,46.222240,126,59,2.747082,2025-10-14-18:6:21
45,-79.83,-47.51,-66.57,21.76,37,32,46.773544,126,59,2.129184,2025-10-14-18:6:27
46,-94.78,-53.52,-72.58,12.43,37,32,47.324848,126,59,1.897472,2025-10-14-18:6:33
47,-72.46,-38.49,-57.55,26.87,37,32,47.876152,126,59,1.665760,2025-10-14-18:6:40
48,-82.49,-33.55,-52.61,28.36,37,32,48.366199,126,59,1.356812,2025-10-14-18:6:45
49,-92.45,-44.13,-63.19,19.83,37,32,48.672482,126,59,0.738914,2025-10-14-18:6:52
50,-89.02,-44.17,-63.23,21.62,37,32,49.101273,126,59,0.121016,2025-10-14-18:7:0
51,-78.47,-40.89,-59.95,25.09,37,32,49.346298,126,58,59.503117,2025-10-14-18:7:10
52,-78.53,-42.59,-61.65,17.46,37,32,49.652576,126,58,58.885220,2025-10-14-18:7:18
53,-80.00,-36.27,-55.33,13.73,37,32,49.713833,126,58,58.267323,2025-10-14-18:7:27
54,-68.72,-29.87,-48.93,26.55,37,32,49.468811,126,58,57.649426,2025-10-14-18:7:35
55,-70.91,-32.38,-51.44,23.79,37,32,49.285042,126,58,56.954288,2025-10-14-18:7:43
56,-81.60,-42.21,-61.27,11.99,37,32,49.346298,126,58,56.336391,2025-10-14-18:7:50
57,-74.90,-35.62,-54.68,15.49,37,32,49.591320,126,58,55.641258,2025-10-14-18:7:56
